University
Harvard University
Massachusetts Institute of Technology (MIT)
University of California-Berkeley
University of Chicago
Paris School of Economics
Princeton University
Stanford University
Yale University
Toulouse School of Economics (TSE)
Oxford University
Graduate School of Business
University of Cambridge
Boston College
University of Toronto
University of Warwick
Cornell University
University of California-Davis
Rijksuniversiteit Groningen
Johns Hopkins University
Università di Bologna
University of Virginia
Australian National University
Georgetown University
University of Minnesota
Stern School of Business
University of California-Santa Barbara (UCSB)
Pennsylvania State University
Washington University in St. Louis
University of Colorado
Rutgers University-New Brunswick
