source,title,total_price_yuan,unit_price_yuan_per_m2,area_m2,rooms,location,city,district,block,page,price_per_m2,dataset,rent_month_yuan,rent_per_m2
esf,2室1厅阳春光华枫树园,9500000.0,103452.0,91.83,2室1厅,万柳,北京,海淀,万柳,11,103452.0,sales,,
esf,新上!!业主诚售!!卖掉回老家!带有车位!!看中好谈!!!,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,11,144043.0,sales,,
esf,3室2厅碧水云天2期,16500000.0,145618.0,113.31,3室2厅,万柳,北京,海淀,万柳,11,145618.0,sales,,
esf,3室2厅碧水云天2期,17200000.0,137281.0,125.29,3室2厅,万柳,北京,海淀,万柳,11,137281.0,sales,,
esf,7室2厅碧水云天2期,43000000.0,140983.0,305.0,7室2厅,万柳,北京,海淀,万柳,11,140983.0,sales,,
esf,万泉新新家园南北通透大平层 313平精装五居室,55000000.0,175718.0,313.0,5室2厅,万柳,北京,海淀,万柳,11,175718.0,sales,,
esf,4室2厅万城华府海园,70000000.0,220146.0,317.97,4室2厅,万柳,北京,海淀,万柳,11,220146.0,sales,,
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,11,219690.0,sales,,
esf,3室2厅阳春光华枫树园,14300000.0,111884.0,127.81,3室2厅,万柳,北京,海淀,万柳,11,111884.0,sales,,
esf,锋尚国际公寓 99平2居 南北向精装修 着急出售,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,12,131212.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,26500000.0,170133.0,155.76,3室2厅,万柳,北京,海淀,万柳,12,170133.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,12,155175.0,sales,,
esf,2室2厅碧水云天2期,12500000.0,133134.0,93.89,2室2厅,万柳,北京,海淀,万柳,12,133134.0,sales,,
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,12,219690.0,sales,,
esf,4室2厅万泉新新家园,29800000.0,148962.0,200.05,4室2厅,万柳,北京,海淀,万柳,12,148962.0,sales,,
esf,3室2厅碧水云天2期,17500000.0,139675.0,125.29,3室2厅,万柳,北京,海淀,万柳,12,139675.0,sales,,
esf,怡秀园4室1厅企业推荐房源,10300000.0,85123.0,121.0,4室1厅,万柳,北京,海淀,万柳,12,85123.0,sales,,
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,12,167500.0,sales,,
esf,万泉新新家园 边户全明 218.81平4居 南北向 着急出售,28500000.0,130249.0,218.81,4室2厅,万柳,北京,海淀,万柳,12,130249.0,sales,,
esf,万泉新新家园 4室2厅2卫 主卧朝南 客厅朝南,28800000.0,131621.0,218.81,4室2厅,万柳,北京,海淀,万柳,12,131621.0,sales,,
esf,万柳精装三居 南西朝向高层 151平大户型,20000000.0,132450.0,151.0,3室2厅,万柳,北京,海淀,万柳,12,132450.0,sales,,
esf,蜂鸟社区2室1厅精装修,6000000.0,116211.0,51.63,2室1厅,万柳,北京,海淀,万柳,12,116211.0,sales,,
esf,4室1厅锋尚国际公寓,24800000.0,160705.0,154.32,4室1厅,万柳,北京,海淀,万柳,12,160705.0,sales,,
esf,3室1厅碧水云天2期,18880000.0,131111.0,144.0,3室1厅,万柳,北京,海淀,万柳,12,131111.0,sales,,
esf,2室2厅锋尚国际公寓,12990000.0,121231.0,107.15,2室2厅,万柳,北京,海淀,万柳,12,121231.0,sales,,
esf,5室3厅万城华府龙园,100000000.0,253710.0,394.15,5室3厅,万柳,北京,海淀,万柳,12,253710.0,sales,,
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,12,219690.0,sales,,
esf,康桥水郡2室1厅精装修,11990000.0,101981.0,117.57,2室1厅,万柳,北京,海淀,万柳,12,101981.0,sales,,
esf,涧桥泊屋2室1厅精装修,15500000.0,134782.0,115.0,2室1厅,万柳,北京,海淀,万柳,12,134782.0,sales,,
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,12,205497.0,sales,,
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,12,205497.0,sales,,
esf,3室2厅光大水墨风景,23880000.0,156723.0,152.37,3室2厅,万柳,北京,海淀,万柳,12,156723.0,sales,,
esf,4室2厅万城华府龙园,76000000.0,247130.0,307.53,4室2厅,万柳,北京,海淀,万柳,12,247130.0,sales,,
esf,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,22800000.0,121179.0,188.15,4室2厅,万柳,北京,海淀,万柳,12,121179.0,sales,,
esf,3室2厅碧水云天1期,23000000.0,150809.0,152.51,3室2厅,万柳,北京,海淀,万柳,12,150809.0,sales,,
esf,3室2厅锋尚国际公寓,15500000.0,124848.0,124.15,3室2厅,万柳,北京,海淀,万柳,12,124848.0,sales,,
esf,康桥水郡2室1厅精装修,11990000.0,101981.0,117.57,2室1厅,万柳,北京,海淀,万柳,12,101981.0,sales,,
esf,南北通透万柳书院3室1厅精装修,54000000.0,247275.0,218.38,3室1厅,万柳,北京,海淀,万柳,12,247275.0,sales,,
esf,3室2厅光大水墨风景,24000000.0,163254.0,147.01,3室2厅,万柳,北京,海淀,万柳,12,163254.0,sales,,
esf,4室2厅碧水云天2期,33000000.0,181328.0,181.99,4室2厅,万柳,北京,海淀,万柳,12,181328.0,sales,,
esf,位置好 装修好 复式官邸 万城华府海园 玺园 尚园看房随时,70000000.0,219690.0,318.63,4室3厅,万柳,北京,海淀,万柳,12,219690.0,sales,,
esf,3室2厅碧水云天1期,23000000.0,150189.0,153.14,3室2厅,万柳,北京,海淀,万柳,12,150189.0,sales,,
esf,南北通透小南庄3室2厅精装修,11200000.0,82656.0,135.5,3室2厅,万柳,北京,海淀,万柳,12,82656.0,sales,,
esf,3室1厅锋尚国际公寓,16800000.0,113116.0,148.52,3室1厅,万柳,北京,海淀,万柳,12,113116.0,sales,,
esf,3室2厅碧水云天2期,19580000.0,133752.0,146.39,3室2厅,万柳,北京,海淀,万柳,12,133752.0,sales,,
esf,南北通透康桥水郡4室2厅精装修,24300000.0,122597.0,198.21,4室2厅,万柳,北京,海淀,万柳,12,122597.0,sales,,
esf,"(CEO复式官邸)万泉新新4居,三卧朝南,有车储,有钥匙",46800000.0,173083.0,270.39,4室3厅,万柳,北京,海淀,万柳,12,173083.0,sales,,
esf,蜂鸟社区 48平1居 北向精装修 着急出售,6300000.0,131250.0,48.0,1室1厅,万柳,北京,海淀,万柳,12,131250.0,sales,,
esf,万泉新新家园 1室1厅1卫 格局方正 品质小区,7980000.0,131358.0,60.75,1室1厅,万柳,北京,海淀,万柳,12,131358.0,sales,,
esf,光大花园1室1厅精装修,7400000.0,96757.0,76.48,1室1厅,万柳,北京,海淀,万柳,12,96757.0,sales,,
esf,4室2厅万城华府海园,81000000.0,234782.0,345.0,4室2厅,万柳,北京,海淀,万柳,12,234782.0,sales,,
esf,2室1厅阳春光华枫树园,9600000.0,104541.0,91.83,2室1厅,万柳,北京,海淀,万柳,12,104541.0,sales,,
esf,4室2厅万泉新新家园,39800000.0,167262.0,237.95,4室2厅,万柳,北京,海淀,万柳,12,167262.0,sales,,
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,12,127131.0,sales,,
esf,万柳书院3室2厅精装修,62000000.0,225192.0,275.32,3室2厅,万柳,北京,海淀,万柳,12,225192.0,sales,,
esf,怡水园5室2厅精装修,35000000.0,137947.0,253.72,5室2厅,万柳,北京,海淀,万柳,12,137947.0,sales,,
esf,4室2厅万泉新新家园,28500000.0,130249.0,218.81,4室2厅,万柳,北京,海淀,万柳,12,130249.0,sales,,
esf,蜂鸟家园 1室0厅1卫 视野开阔 采光充足,6450000.0,124806.0,51.68,1室0厅,万柳,北京,海淀,万柳,12,124806.0,sales,,
esf,30套可看 万城华府豪华装修大平层 万柳书院 价格可谈,83500000.0,279282.0,298.98,4室3厅,万柳,北京,海淀,万柳,12,279282.0,sales,,
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,12,139890.0,sales,,
esf,蜂鸟社区2室1厅精装修,7990000.0,101408.0,78.79,2室1厅,万柳,北京,海淀,万柳,12,101408.0,sales,,
esf,怡水园5室2厅精装修,35000000.0,137947.0,253.72,5室2厅,万柳,北京,海淀,万柳,12,137947.0,sales,,
esf,4室3厅碧水云天2期,26500000.0,132898.0,199.4,4室3厅,万柳,北京,海淀,万柳,12,132898.0,sales,,
esf,3室2厅万泉新新家园,18500000.0,135204.0,136.83,3室2厅,万柳,北京,海淀,万柳,12,135204.0,sales,,
esf,南北通透康桥水郡4室2厅精装修,28000000.0,138613.0,202.0,4室2厅,万柳,北京,海淀,万柳,12,138613.0,sales,,
esf,3室2厅万泉新新家园,18500000.0,135204.0,136.83,3室2厅,万柳,北京,海淀,万柳,12,135204.0,sales,,
esf,懋源·璟岳4室2厅豪华装修,24800000.0,123101.0,201.46,4室2厅,万柳,北京,海淀,万柳,12,123101.0,sales,,
esf,涧桥泊屋3室2厅精装修,25500000.0,156903.0,162.52,3室2厅,万柳,北京,海淀,万柳,12,156903.0,sales,,
esf,2室1厅碧水云天2期,12980000.0,131111.0,99.0,2室1厅,万柳,北京,海淀,万柳,13,131111.0,sales,,
esf,南北通透康桥水郡2室1厅,16500000.0,129584.0,127.33,2室1厅,万柳,北京,海淀,万柳,13,129584.0,sales,,
esf,南北通透+出行便利+位置安静+光大水墨风景+位置安静,22900000.0,155496.0,147.27,3室2厅,万柳,北京,海淀,万柳,13,155496.0,sales,,
esf,阳春光华 3室2厅2卫 品质小区 格局方正,15200000.0,118973.0,127.76,3室2厅,万柳,北京,海淀,万柳,13,118973.0,sales,,
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,13,167500.0,sales,,
esf,万柳 万泉新新家园 南北三居室 保养好 不临街 有车位,23800000.0,134920.0,176.4,3室2厅,万柳,北京,海淀,万柳,13,134920.0,sales,,
esf,涧桥泊屋 3室2厅 167.28平,34980000.0,209110.0,167.28,3室2厅,万柳,北京,海淀,万柳,13,209110.0,sales,,
esf,4室2厅万城华府海园,81000000.0,234782.0,345.0,4室2厅,万柳,北京,海淀,万柳,13,234782.0,sales,,
esf,3室2厅碧水云天2期,21500000.0,153527.0,140.04,3室2厅,万柳,北京,海淀,万柳,13,153527.0,sales,,
esf,4室2厅万泉新新家园,50500000.0,160981.0,313.7,4室2厅,万柳,北京,海淀,万柳,13,160981.0,sales,,
esf,4室2厅碧水云天1期,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,13,144043.0,sales,,
esf,3室2厅光大水墨风景,22900000.0,155496.0,147.27,3室2厅,万柳,北京,海淀,万柳,13,155496.0,sales,,
esf,涧桥泊屋2室2厅精装修,16500000.0,135813.0,121.49,2室2厅,万柳,北京,海淀,万柳,13,135813.0,sales,,
esf,碧水云天客厅三卧全朝南三居室 位置好 中高层 采光视野棒,23500000.0,161689.0,145.34,3室2厅,万柳,北京,海淀,万柳,13,161689.0,sales,,
esf,"(有钥匙)万柳书院精装高层南北观景平层,满五年,科技住宅",55800000.0,255517.0,218.38,3室2厅,万柳,北京,海淀,万柳,13,255517.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,26500000.0,170133.0,155.76,3室2厅,万柳,北京,海淀,万柳,13,170133.0,sales,,
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,13,205497.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,21800000.0,139698.0,156.05,3室2厅,万柳,北京,海淀,万柳,13,139698.0,sales,,
esf,1室1厅碧水云天2期,7900000.0,96671.0,81.72,1室1厅,万柳,北京,海淀,万柳,13,96671.0,sales,,
esf,康桥水郡2室1厅精装修,11990000.0,101981.0,117.57,2室1厅,万柳,北京,海淀,万柳,13,101981.0,sales,,
esf,涧桥泊屋3室2厅精装修,25500000.0,156903.0,162.52,3室2厅,万柳,北京,海淀,万柳,13,156903.0,sales,,
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,13,113993.0,sales,,
esf,涧桥泊屋2室1厅精装修,15500000.0,134782.0,115.0,2室1厅,万柳,北京,海淀,万柳,13,134782.0,sales,,
esf,3室2厅阳春光华枫树园,16000000.0,111111.0,144.0,3室2厅,万柳,北京,海淀,万柳,13,111111.0,sales,,
esf,3室2厅阳春光华枫树园,17000000.0,118178.0,143.85,3室2厅,万柳,北京,海淀,万柳,13,118178.0,sales,,
esf,懋源·璟岳4室2厅豪华装修,18900000.0,115335.0,163.87,4室2厅,万柳,北京,海淀,万柳,13,115335.0,sales,,
esf,4室2厅万泉新新家园,43350000.0,182181.0,237.95,4室2厅,万柳,北京,海淀,万柳,13,182181.0,sales,,
esf,南北通透康桥水郡2室2厅精装修,17400000.0,136652.0,127.33,2室2厅,万柳,北京,海淀,万柳,13,136652.0,sales,,
esf,光大花园3室2厅豪华装修,17300000.0,114569.0,151.0,3室2厅,万柳,北京,海淀,万柳,13,114569.0,sales,,
esf,涧桥泊屋3室2厅精装修,25500000.0,156903.0,162.52,3室2厅,万柳,北京,海淀,万柳,13,156903.0,sales,,
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,13,139890.0,sales,,
esf,万柳书院3室2厅精装修,62000000.0,225192.0,275.32,3室2厅,万柳,北京,海淀,万柳,13,225192.0,sales,,
esf,3室1厅万泉新新家园,24800000.0,150576.0,164.7,3室1厅,万柳,北京,海淀,万柳,13,150576.0,sales,,
esf,万柳精装三居 南西朝向高层 151平大户型,20000000.0,132450.0,151.0,3室2厅,万柳,北京,海淀,万柳,13,132450.0,sales,,
esf,3室2厅万泉新新家园,24400000.0,149693.0,163.0,3室2厅,万柳,北京,海淀,万柳,13,149693.0,sales,,
esf,3室2厅万泉新新家园,18500000.0,135204.0,136.83,3室2厅,万柳,北京,海淀,万柳,13,135204.0,sales,,
esf,南北通透涧桥泊屋4室2厅,32000000.0,174786.0,183.08,4室2厅,万柳,北京,海淀,万柳,13,174786.0,sales,,
esf,3室2厅万泉新新家园,22900000.0,135023.0,169.6,3室2厅,万柳,北京,海淀,万柳,13,135023.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,13,155175.0,sales,,
esf,3室2厅万泉新新家园,25800000.0,150122.0,171.86,3室2厅,万柳,北京,海淀,万柳,13,150122.0,sales,,
esf,3室2厅碧水云天2期,20880000.0,150486.0,138.75,3室2厅,万柳,北京,海淀,万柳,13,150486.0,sales,,
esf,4室3厅碧水云天2期,26500000.0,132898.0,199.4,4室3厅,万柳,北京,海淀,万柳,13,132898.0,sales,,
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,13,113993.0,sales,,
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,13,167500.0,sales,,
esf,2室1厅锋尚国际公寓,12990000.0,131212.0,99.0,2室1厅,万柳,北京,海淀,万柳,13,131212.0,sales,,
esf,南北通透康桥水郡4室2厅精装修,24300000.0,122597.0,198.21,4室2厅,万柳,北京,海淀,万柳,13,122597.0,sales,,
esf,3室2厅碧水云天2期,23980000.0,166227.0,144.26,3室2厅,万柳,北京,海淀,万柳,13,166227.0,sales,,
esf,3室2厅阳春光华枫树园,14300000.0,113222.0,126.3,3室2厅,万柳,北京,海淀,万柳,13,113222.0,sales,,
esf,3室2厅阳春光华橡树园,18800000.0,137036.0,137.19,3室2厅,万柳,北京,海淀,万柳,13,137036.0,sales,,
esf,万柳书院4室2厅豪华装修,82000000.0,253501.0,323.47,4室2厅,万柳,北京,海淀,万柳,13,253501.0,sales,,
esf,3室2厅碧水云天2期,16500000.0,145618.0,113.31,3室2厅,万柳,北京,海淀,万柳,13,145618.0,sales,,
esf,万柳 康桥水郡 低总价小复式室内大面积 钥匙房 有车位 毛坯,29500000.0,156208.0,188.85,4室2厅,万柳,北京,海淀,万柳,13,156208.0,sales,,
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,13,139890.0,sales,,
esf,万柳华府 海园 345平 南北通透 豪装大宅 业主非常诚意,81000000.0,234782.0,345.0,4室2厅,万柳,北京,海淀,万柳,13,234782.0,sales,,
esf,3室2厅碧水云天2期,19580000.0,133752.0,146.39,3室2厅,万柳,北京,海淀,万柳,13,133752.0,sales,,
esf,蜂鸟家园 1室0厅1卫 视野开阔 采光充足,6450000.0,124806.0,51.68,1室0厅,万柳,北京,海淀,万柳,13,124806.0,sales,,
esf,万柳万泉新新家园 三卧室南观景房 远眺佛香阁 四十平客厅,24800000.0,150576.0,164.7,3室2厅,万柳,北京,海淀,万柳,13,150576.0,sales,,
esf,涧桥泊屋3室2厅精装修,25500000.0,156903.0,162.52,3室2厅,万柳,北京,海淀,万柳,13,156903.0,sales,,
esf,5室2厅万泉新新家园,55000000.0,175718.0,313.0,5室2厅,万柳,北京,海淀,万柳,14,175718.0,sales,,
esf,光大花园 3室2厅2卫 格局方正 品质小区,15800000.0,115336.0,136.99,3室2厅,万柳,北京,海淀,万柳,14,115336.0,sales,,
esf,3室2厅碧水云天2期,17200000.0,137281.0,125.29,3室2厅,万柳,北京,海淀,万柳,14,137281.0,sales,,
esf,懋源·璟岳4室2厅豪华装修,21500000.0,131201.0,163.87,4室2厅,万柳,北京,海淀,万柳,14,131201.0,sales,,
esf,4室2厅碧水云天1期,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,14,144043.0,sales,,
esf,4室2厅万城华府海园,70000000.0,219690.0,318.63,4室2厅,万柳,北京,海淀,万柳,14,219690.0,sales,,
esf,南北通透康桥水郡4室2厅精装修,24300000.0,122597.0,198.21,4室2厅,万柳,北京,海淀,万柳,14,122597.0,sales,,
esf,懋源·璟岳4室2厅豪华装修,18900000.0,115335.0,163.87,4室2厅,万柳,北京,海淀,万柳,14,115335.0,sales,,
esf,怡秀园4室1厅企业推荐房源,10300000.0,85123.0,121.0,4室1厅,万柳,北京,海淀,万柳,14,85123.0,sales,,
esf,南北通透康桥水郡4室2厅精装修,24300000.0,122597.0,198.21,4室2厅,万柳,北京,海淀,万柳,14,122597.0,sales,,
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,14,113993.0,sales,,
esf,光大花园3室2厅精装修,14990000.0,99271.0,151.0,3室2厅,万柳,北京,海淀,万柳,14,99271.0,sales,,
esf,2室2厅锋尚国际公寓,12990000.0,121231.0,107.15,2室2厅,万柳,北京,海淀,万柳,14,121231.0,sales,,
esf,3室2厅万泉新新家园,26000000.0,152002.0,171.05,3室2厅,万柳,北京,海淀,万柳,14,152002.0,sales,,
esf,正南新起点嘉园4室3厅精装修,14000000.0,65752.0,212.92,4室3厅,万柳,北京,海淀,万柳,14,65752.0,sales,,
esf,万柳书院4室2厅豪华装修,82000000.0,253501.0,323.47,4室2厅,万柳,北京,海淀,万柳,14,253501.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,14,155175.0,sales,,
esf,3室2厅万泉新新家园,26800000.0,167500.0,160.0,3室2厅,万柳,北京,海淀,万柳,14,167500.0,sales,,
esf,蜂鸟家园 1室0厅1卫 客厅带阳台 客厅朝南,5680000.0,109567.0,51.84,1室0厅,万柳,北京,海淀,万柳,14,109567.0,sales,,
esf,3室2厅万泉新新家园,26000000.0,152002.0,171.05,3室2厅,万柳,北京,海淀,万柳,14,152002.0,sales,,
esf,光大花园3室2厅精装修,14990000.0,99271.0,151.0,3室2厅,万柳,北京,海淀,万柳,14,99271.0,sales,,
esf,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,22800000.0,121179.0,188.15,4室2厅,万柳,北京,海淀,万柳,14,121179.0,sales,,
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,14,127131.0,sales,,
esf,5室3厅万泉新新家园,53000000.0,160188.0,330.86,5室3厅,万柳,北京,海淀,万柳,14,160188.0,sales,,
esf,4室2厅锋尚国际公寓,21800000.0,139743.0,156.0,4室2厅,万柳,北京,海淀,万柳,14,139743.0,sales,,
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,14,139890.0,sales,,
esf,万泉新新家园 3室2厅2卫 主卧朝南,25600000.0,139944.0,182.93,3室2厅,万柳,北京,海淀,万柳,14,139944.0,sales,,
esf,碧水云天西区 1室1厅1卫 品质小区 经典实用,6990000.0,118675.0,58.9,1室1厅,万柳,北京,海淀,万柳,14,118675.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,14,155175.0,sales,,
esf,新上 橡树园中间楼 南北稀雀大五室 前后不临街户型方正 急售,22800000.0,121179.0,188.15,4室2厅,万柳,北京,海淀,万柳,14,121179.0,sales,,
esf,海淀 西三环 新装修 人车分流社区 3室1厅阳春光华枫树园,17800000.0,135206.0,131.65,3室1厅,海淀,北京,海淀,万柳,14,135206.0,sales,,
esf,锋尚国际公寓 4室2厅2卫 格局方正 经典实用,21580000.0,140075.0,154.06,4室2厅,万柳,北京,海淀,万柳,14,140075.0,sales,,
esf,南北通透涧桥泊屋2室1厅精装修,14500000.0,113993.0,127.2,2室1厅,万柳,北京,海淀,万柳,14,113993.0,sales,,
esf,碧水云天西区 4室2厅2卫 品质小区 客厅朝南,33000000.0,166978.0,197.63,4室2厅,万柳,北京,海淀,万柳,14,166978.0,sales,,
esf,4室1厅锋尚国际公寓,24800000.0,160705.0,154.32,4室1厅,万柳,北京,海淀,万柳,14,160705.0,sales,,
esf,锋尚国际公寓 4室2厅2卫 品质小区 格局方正,19800000.0,128521.0,154.06,4室2厅,万柳,北京,海淀,万柳,14,128521.0,sales,,
esf,3室1厅阳春光华枫树园,17800000.0,135206.0,131.65,3室1厅,万柳,北京,海淀,万柳,14,135206.0,sales,,
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,14,205497.0,sales,,
esf,房东已经看好新房 等待有缘人 价格大谈 来电询底价,81000000.0,234782.0,345.0,4室2厅,万柳,北京,海淀,万柳,14,234782.0,sales,,
esf,万柳书院413平豪华五居 东南北向低楼层,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,14,205497.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,21800000.0,139698.0,156.05,3室2厅,万柳,北京,海淀,万柳,14,139698.0,sales,,
esf,3室2厅碧水云天2期,20880000.0,150486.0,138.75,3室2厅,万柳,北京,海淀,万柳,14,150486.0,sales,,
esf,涧桥泊屋3室1厅精装修,23800000.0,207082.0,114.93,3室1厅,万柳,北京,海淀,万柳,14,207082.0,sales,,
esf,3室1厅锋尚国际公寓,16800000.0,113116.0,148.52,3室1厅,万柳,北京,海淀,万柳,14,113116.0,sales,,
esf,万柳书院5室2厅豪华装修,85000000.0,205497.0,413.63,5室2厅,万柳,北京,海淀,万柳,14,205497.0,sales,,
esf,新起点嘉园3室1厅企业推荐房源,9000000.0,82364.0,109.27,3室1厅,万柳,北京,海淀,万柳,14,82364.0,sales,,
esf,4室2厅碧水云天1期,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,14,144043.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,26500000.0,170133.0,155.76,3室2厅,万柳,北京,海淀,万柳,14,170133.0,sales,,
esf,3室2厅锋尚国际公寓,14680000.0,118387.0,124.0,3室2厅,万柳,北京,海淀,万柳,14,118387.0,sales,,
esf,南北通透涧桥泊屋3室2厅精装修,25500000.0,155175.0,164.33,3室2厅,万柳,北京,海淀,万柳,14,155175.0,sales,,
esf,3室2厅锋尚国际公寓,14680000.0,118387.0,124.0,3室2厅,万柳,北京,海淀,万柳,14,118387.0,sales,,
esf,4室2厅碧水云天1期,30000000.0,167700.0,178.89,4室2厅,万柳,北京,海淀,万柳,14,167700.0,sales,,
esf,4室2厅碧水云天1期,25680000.0,144043.0,178.28,4室2厅,万柳,北京,海淀,万柳,14,144043.0,sales,,
esf,3室2厅万泉新新家园,18500000.0,135204.0,136.83,3室2厅,万柳,北京,海淀,万柳,14,135204.0,sales,,
esf,5室2厅万城华府海园,98000000.0,261054.0,375.4,5室2厅,万柳,北京,海淀,万柳,14,261054.0,sales,,
esf,3室2厅阳春光华枫树园,18000000.0,113708.0,158.3,3室2厅,万柳,北京,海淀,万柳,14,113708.0,sales,,
esf,4室2厅万泉新新家园,32800000.0,127131.0,258.0,4室2厅,万柳,北京,海淀,万柳,14,127131.0,sales,,
esf,2室2厅阳春光华枫树园,11000000.0,102803.0,107.0,2室2厅,万柳,北京,海淀,万柳,14,102803.0,sales,,
esf,"超 性价比之神(只要敢出价就敢谈),量身为你打造,圆你安家梦",22600000.0,155411.0,145.42,3室2厅,万柳,北京,海淀,万柳,14,155411.0,sales,,
esf,3室2厅阳春光华枫树园,14300000.0,111884.0,127.81,3室2厅,万柳,北京,海淀,万柳,14,111884.0,sales,,
esf,1室1厅万泉新新家园,6400000.0,116363.0,55.0,1室1厅,万柳,北京,海淀,万柳,15,116363.0,sales,,
esf,3室2厅碧水云天2期,21500000.0,153527.0,140.04,3室2厅,万柳,北京,海淀,万柳,15,153527.0,sales,,
esf,蜂鸟家园 1室1厅1卫 品质小区 格局方正,6100000.0,126477.0,48.23,1室1厅,万柳,北京,海淀,万柳,15,126477.0,sales,,
esf,万柳阳春光华枫树园 东南向精装两居 满五,9600000.0,104541.0,91.83,2室1厅,万柳,北京,海淀,万柳,15,104541.0,sales,,
esf,蜂鸟家园 1室1厅1卫 带飘窗 格局方正,6500000.0,125773.0,51.68,1室1厅,万柳,北京,海淀,万柳,15,125773.0,sales,,
esf,南北通透万柳书院3室1厅精装修,54000000.0,247275.0,218.38,3室1厅,万柳,北京,海淀,万柳,15,247275.0,sales,,
esf,万柳 光大水墨 双卧朝南 精装三居室 保养好 绿茵层,24000000.0,163254.0,147.01,3室2厅,万柳,北京,海淀,万柳,15,163254.0,sales,,
esf,3室2厅万泉新新家园,27200000.0,169565.0,160.41,3室2厅,万柳,北京,海淀,万柳,15,169565.0,sales,,
esf,光大水墨风景 4室2厅3卫 两房朝南 客厅朝南,56000000.0,290155.0,193.0,4室2厅,万柳,北京,海淀,万柳,15,290155.0,sales,,
esf,2室1厅阳春光华枫树园,9500000.0,103452.0,91.83,2室1厅,万柳,北京,海淀,万柳,15,103452.0,sales,,
esf,3室2厅万泉新新家园,24400000.0,149693.0,163.0,3室2厅,万柳,北京,海淀,万柳,15,149693.0,sales,,
esf,万柳书院4室2厅豪华装修,82000000.0,253501.0,323.47,4室2厅,万柳,北京,海淀,万柳,15,253501.0,sales,,
esf,1室1厅万泉新新家园,6400000.0,116363.0,55.0,1室1厅,万柳,北京,海淀,万柳,15,116363.0,sales,,
esf,2室2厅阳春光华枫树园,11000000.0,102803.0,107.0,2室2厅,万柳,北京,海淀,万柳,15,102803.0,sales,,
esf,3室2厅万泉新新家园,25600000.0,139890.0,183.0,3室2厅,万柳,北京,海淀,万柳,15,139890.0,sales,,
